MJD	kait3_B	kait3_B_err	kait3_I	kait3_I_err	kait3_R	kait3_R_err	kait3_V	kait3_V_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
53521.08000000026	7.381960418754559e-15	2.594180478056417e-16	1.0920336000252154e-15	5.173051458103745e-17	2.850255767347866e-15	1.435308749360341e-16	4.867407149677887e-15	1.6252455858949042e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53521.13000000026	7.53805876206074e-15	2.513060776963138e-16	1.1155228079461542e-15	5.029965115931139e-17	2.9087066988687897e-15	1.3839482186840018e-16	4.9477518266303e-15	1.588830138090098e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53521.18000000026	7.694565611475728e-15	2.4350397812380393e-16	1.1390596912907084e-15	4.885097666916153e-17	2.96737692397145e-15	1.333012406896575e-16	5.028551023373152e-15	1.5511559781376656e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53521.230000000265	7.851514724220661e-15	2.359654252517453e-16	1.1626462381598269e-15	4.7384010436347875e-17	3.0262635482116146e-15	1.2824764963213049e-16	5.109802799156041e-15	1.5122540572200737e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53521.28000000027	8.008939859965264e-15	2.2864442874260615e-16	1.1862844369772574e-15	4.589847957040225e-17	3.0853636779977936e-15	1.2323193778804864e-16	5.19150521510955e-15	1.4721613273574683e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53521.33000000027	8.166874781029873e-15	2.2149611473625455e-16	1.209976276502134e-15	4.439435008540447e-17	3.144674420575108e-15	1.182524493571029e-16	5.27365633423186e-15	1.4309218857997045e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53521.380000000274	8.32535325256686e-15	2.1447752592659904e-16	1.2337237458422563e-15	4.287186500119558e-17	3.204192884016136e-15	1.133080856552405e-16	5.356254221384235e-15	1.3885883669177713e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53521.43000000028	8.48440904275363e-15	2.0754843852017644e-16	1.2575288344679164e-15	4.133159153943346e-17	3.2639161772091398e-15	1.0839843017948817e-16	5.439296943282338e-15	1.3452236494330702e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53521.48000000028	8.64407592299593e-15	2.0067220458534326e-16	1.281393532223902e-15	3.9774480211707443e-17	3.3238414098471694e-15	1.0352390378767134e-16	5.522782568482306e-15	1.300902965501794e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53521.53000000028	8.80438766810412e-15	1.9381663880741734e-16	1.3053198293436519e-15	3.8201939494619625e-17	3.3839656924132368e-15	9.868595949361926e-17	5.606709167378941e-15	1.2557165239995916e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
53521.580000000286	8.965378056488754e-15	1.8695498128672712e-16	1.3293097164616955e-15	3.6615931019087406e-17	3.4442861361698556e-15	9.388732964287375e-17	5.69107481219667e-15	1.2097727907975361e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
