MJD	kait4_B	kait4_B_err	kait4_I	kait4_I_err	kait4_R	kait4_R_err	kait4_V	kait4_V_err	swift_B	swift_B_err	swift_U	swift_U_err	swift_UVM2	swift_UVM2_err	swift_UVW1	swift_UVW1_err	swift_UVW2	swift_UVW2_err	swift_V	swift_V_err
55678.67000000027	1.0458375999881536e-14	2.8823880965644357e-16	2.3284003638913065e-15	8.254204004253748e-17	4.561704883674206e-15	1.6473663729935725e-16	6.477468405454333e-15	1.6787209873277862e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55678.72000000027	1.0629928543460627e-14	2.830696888037366e-16	2.3640336851069025e-15	7.949083581845748e-17	4.636431769586984e-15	1.600983754634471e-16	6.5726753567447436e-15	1.6465527317482276e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55678.77000000027	1.0802668501500533e-14	2.7801457430380596e-16	2.399816202885728e-15	7.650013285979645e-17	4.711528554142615e-15	1.555549825043274e-16	6.668321514740771e-15	1.6155525549978978e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55678.820000000276	1.0976620282215434e-14	2.731233631033462e-16	2.435751057735935e-15	7.35889177495484e-17	4.787006301309792e-15	1.5113554196499386e-16	6.764427140348871e-15	1.5859492382469411e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55678.87000000028	1.1151808310335535e-14	2.6845965588668695e-16	2.471841393474916e-15	7.078035752648624e-17	4.86287607982903e-15	1.4687271780339855e-16	6.861012498634933e-15	1.5580226768498137e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55678.92000000028	1.1328257027442084e-14	2.641010553248437e-16	2.508090357299799e-15	6.810219163920319e-17	4.939148963352546e-15	1.4280279003688784e-16	6.958097859006435e-15	1.532103581202768e-16	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
55678.970000000285	1.1505990892302898e-14	2.6013896672801915e-16	2.5445010998576556e-15	6.558700026799033e-17	5.015836030585846e-15	1.3896553788229559e-16	7.0557034954036964e-15	1.5085711572030818e-16	1.2811993176217592e-14	4.69500807088881e-16	8.958640574604e-15	3.52377984476722e-16	nan	nan	2.0883597590660687e-15	1.2949712885737327e-16	6.054976875758478e-16	5.369307527991311e-17	nan	nan
55679.02000000029	1.1685034381206477e-14	2.5667769743027316e-16	2.581076775315935e-15	6.327222817763317e-17	5.092948365429659e-15	1.3540390723415905e-16	7.153849686487437e-15	1.487848183529766e-16	1.3022428331854299e-14	4.567191593398239e-16	9.225140272721499e-15	3.416214889401571e-16	1.3660037762694386e-16	2.920833202270172e-17	2.1672340959913248e-15	1.2618846717236064e-16	6.216158582569495e-16	5.230657013111538e-17	6.970851881689946e-15	3.020954692977748e-16
55679.07000000029	1.1865411988300622e-14	2.538326332345831e-16	2.617820541432768e-15	6.119979933184747e-17	5.17049705712043e-15	1.321633932448822e-16	7.252556715823708e-15	1.4703929167189373e-16	1.3233720023127783e-14	4.457873090876995e-16	9.493291481468815e-15	3.3477108594285904e-16	1.4165144358767814e-16	2.883544061147671e-17	2.2466670032124897e-15	1.2422802373412098e-16	6.378565600436451e-16	5.1178008563599084e-17	7.080912775657022e-15	2.954210541893898e-16
55679.120000000294	1.204714822592425e-14	2.5172729225653573e-16	2.6547355596275632e-15	5.941512710737732e-17	5.2484932003719105e-15	1.29291072754562e-16	7.351844872075588e-15	1.4566873858427123e-16	1.3445839283513719e-14	4.366203254252997e-16	9.763104931641621e-15	3.31420059945003e-16	1.4674545746389107e-16	2.856482819027698e-17	2.326643973720785e-15	1.234783751420295e-16	6.542229927083431e-16	5.029310857183544e-17	7.191442583635476e-15	2.896244221935485e-16
